"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID5_1""}","{""ImportId"":""QID7_1""}","{""ImportId"":""QID9_1""}","{""ImportId"":""QID11_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID70_1""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID77_1""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID80_1""}","{""ImportId"":""condition""}"
12/5/18 14:02,12/5/18 14:03,100,82,TRUE,12/5/18 14:03,64,58,64,40,40,39,39,47,40,43,35,65,38,68,69,63,48,60,46,43,liar
12/5/18 14:02,12/5/18 14:04,100,121,TRUE,12/5/18 14:04,9,78,46,60,33,40,74,48,58,42,30,68,45,57,34,41,65,53,63,34,hypocrite
12/5/18 14:02,12/5/18 14:04,100,100,TRUE,12/5/18 14:04,50,51,49,53,51,50,51,48,52,51,50,51,48,49,51,50,51,52,52,52,liar
12/5/18 14:03,12/5/18 14:04,100,44,TRUE,12/5/18 14:04,78,34,66,70,74,61,49,59,54,56,70,74,76,68,89,67,25,75,72,73,liar
12/5/18 14:03,12/5/18 14:04,100,63,TRUE,12/5/18 14:04,8,100,8,7,9,12,97,19,12,15,9,96,13,23,9,10,99,26,23,13,liar
12/5/18 14:03,12/5/18 14:05,100,75,TRUE,12/5/18 14:05,28,91,18,27,30,35,71,36,45,33,29,67,23,25,10,40,66,30,53,20,liar
12/5/18 14:03,12/5/18 14:05,100,83,TRUE,12/5/18 14:05,23,73,70,69,24,30,73,28,50,26,31,82,78,35,16,28,26,26,20,18,liar
12/5/18 14:03,12/5/18 14:05,100,111,TRUE,12/5/18 14:05,49,40,59,51,56,67,24,67,66,69,62,51,58,61,59,46,46,47,51,51,control
12/5/18 14:02,12/5/18 14:05,100,147,TRUE,12/5/18 14:05,33,61,53,49,46,41,66,37,46,41,63,45,57,57,61,46,61,45,55,55,liar
12/5/18 14:04,12/5/18 14:05,100,79,TRUE,12/5/18 14:05,6,100,6,16,0,1,100,2,1,3,18,100,0,25,15,36,100,0,13,23,hypocrite
12/5/18 14:04,12/5/18 14:05,100,80,TRUE,12/5/18 14:05,8,95,14,21,5,32,97,40,42,40,31,92,35,24,24,42,89,43,41,9,control
12/5/18 10:45,12/5/18 14:05,100,11972,TRUE,12/5/18 14:05,50,14,51,51,51,37,70,51,55,24,43,16,32,39,51,50,17,51,51,51,control
12/5/18 14:03,12/5/18 14:05,100,141,TRUE,12/5/18 14:05,30,62,47,47,24,50,24,51,51,51,47,34,48,50,48,49,55,33,35,48,control
12/5/18 14:04,12/5/18 14:05,100,53,TRUE,12/5/18 14:05,50,51,43,35,24,50,44,51,43,43,27,36,41,24,35,46,51,34,51,32,liar
12/5/18 14:05,12/5/18 14:05,100,30,TRUE,12/5/18 14:05,1,1,88,89,0,18,67,74,73,37,62,73,61,40,42,65,41,64,63,68,control
12/5/18 14:03,12/5/18 14:05,100,105,TRUE,12/5/18 14:05,20,2,29,32,12,26,1,4,16,12,39,1,20,42,15,18,2,24,11,0,hypocrite
12/5/18 14:03,12/5/18 14:05,100,115,TRUE,12/5/18 14:05,0,100,23,76,0,73,100,74,76,73,16,100,15,35,15,17,100,63,73,15,hypocrite
12/5/18 14:04,12/5/18 14:05,100,95,TRUE,12/5/18 14:05,44,68,53,52,35,13,88,36,40,19,9,95,8,37,25,45,54,43,55,49,liar
12/5/18 14:04,12/5/18 14:05,100,93,TRUE,12/5/18 14:05,64,64,61,82,83,69,67,65,56,32,86,67,73,74,78,36,61,67,66,31,control
12/5/18 14:04,12/5/18 14:06,100,103,TRUE,12/5/18 14:06,13,93,27,25,13,24,98,35,35,23,26,96,28,27,27,26,89,27,26,24,hypocrite
12/5/18 14:03,12/5/18 14:06,100,152,TRUE,12/5/18 14:06,75,36,74,24,61,62,23,59,51,82,19,74,21,37,18,57,63,43,58,68,hypocrite
12/5/18 14:03,12/5/18 14:06,100,139,TRUE,12/5/18 14:06,25,86,51,51,27,21,85,50,51,22,21,86,48,51,24,22,84,51,51,21,hypocrite
12/5/18 14:04,12/5/18 14:06,100,110,TRUE,12/5/18 14:06,41,65,60,46,29,38,70,29,41,34,21,70,51,46,51,29,69,41,36,39,liar
12/5/18 14:04,12/5/18 14:06,100,80,TRUE,12/5/18 14:06,18,93,0,1,7,14,78,11,7,8,6,81,19,0,5,0,98,6,0,17,liar
12/5/18 14:04,12/5/18 14:06,100,90,TRUE,12/5/18 14:06,56,21,71,50,51,50,39,59,51,58,43,50,42,41,51,55,37,50,51,57,control
12/5/18 14:04,12/5/18 14:06,100,121,TRUE,12/5/18 14:06,45,96,55,52,41,34,82,51,43,33,43,89,52,39,17,23,92,51,51,18,liar
12/5/18 14:04,12/5/18 14:06,100,111,TRUE,12/5/18 14:06,50,51,58,51,51,49,51,68,51,50,49,49,50,50,49,50,51,51,51,51,control
12/5/18 14:05,12/5/18 14:06,100,73,TRUE,12/5/18 14:06,24,87,29,51,28,47,65,47,44,51,31,87,35,51,25,41,68,44,51,47,hypocrite
12/5/18 14:02,12/5/18 14:06,100,281,TRUE,12/5/18 14:06,73,67,71,72,76,78,69,99,73,82,75,77,88,83,81,87,80,79,85,100,hypocrite
12/5/18 14:04,12/5/18 14:06,100,114,TRUE,12/5/18 14:06,0,100,6,13,14,14,88,19,18,12,4,100,3,4,4,12,100,7,8,13,hypocrite
12/5/18 14:04,12/5/18 14:06,100,125,TRUE,12/5/18 14:06,16,100,14,12,4,4,100,23,41,8,24,100,16,33,23,25,100,22,25,23,hypocrite
12/5/18 14:05,12/5/18 14:06,100,75,TRUE,12/5/18 14:06,21,100,21,34,0,19,100,19,34,1,24,100,24,24,37,25,100,24,36,24,hypocrite
12/5/18 14:04,12/5/18 14:06,100,144,TRUE,12/5/18 14:06,20,94,70,57,22,34,96,58,63,12,24,96,5,58,16,63,89,70,63,35,hypocrite
12/5/18 14:05,12/5/18 14:07,100,96,TRUE,12/5/18 14:07,43,76,46,45,100,55,100,41,44,89,41,100,28,81,100,23,100,45,32,60,hypocrite
12/5/18 14:05,12/5/18 14:07,100,94,TRUE,12/5/18 14:07,50,94,51,74,29,73,94,63,75,51,64,100,51,51,14,64,86,74,82,74,hypocrite
12/5/18 14:06,12/5/18 14:07,100,67,TRUE,12/5/18 14:07,16,85,13,14,13,19,82,20,22,20,15,91,11,15,11,18,84,18,18,17,liar
12/5/18 14:04,12/5/18 14:07,100,201,TRUE,12/5/18 14:07,36,74,39,32,30,47,58,47,58,58,39,60,43,49,36,59,60,31,57,58,liar
12/5/18 14:05,12/5/18 14:07,100,140,TRUE,12/5/18 14:07,22,88,41,38,27,37,77,23,39,32,40,83,35,24,43,43,81,31,36,25,liar
12/5/18 14:05,12/5/18 14:07,100,126,TRUE,12/5/18 14:07,3,97,14,4,7,3,94,6,15,6,20,88,11,21,5,19,96,13,24,13,hypocrite
12/5/18 14:04,12/5/18 14:07,100,166,TRUE,12/5/18 14:07,18,100,31,14,27,19,94,26,39,25,20,100,0,19,14,32,93,19,32,34,liar
12/5/18 14:05,12/5/18 14:07,100,114,TRUE,12/5/18 14:07,17,100,0,21,19,8,100,0,16,16,18,100,0,22,23,0,100,0,14,10,hypocrite
12/5/18 14:06,12/5/18 14:08,100,91,TRUE,12/5/18 14:08,40,67,52,61,41,34,64,41,60,29,45,70,53,53,42,42,35,53,55,38,liar
12/5/18 14:06,12/5/18 14:08,100,84,TRUE,12/5/18 14:08,19,69,32,41,33,27,65,20,26,11,43,68,51,51,55,39,58,34,44,41,control
12/5/18 14:06,12/5/18 14:08,100,130,TRUE,12/5/18 14:08,42,84,45,41,48,39,87,43,35,36,43,89,36,40,45,40,84,36,26,35,hypocrite
12/5/18 14:04,12/5/18 14:08,100,224,TRUE,12/5/18 14:08,40,81,51,51,8,17,58,42,51,29,33,66,47,51,32,50,51,50,51,51,hypocrite
12/5/18 14:07,12/5/18 14:08,100,78,TRUE,12/5/18 14:08,53,58,59,55,38,65,53,45,43,69,41,58,26,43,23,43,62,48,48,45,control
12/5/18 14:07,12/5/18 14:09,100,100,TRUE,12/5/18 14:09,38,60,60,56,28,42,66,52,51,44,34,62,51,51,29,61,57,67,72,59,liar
12/5/18 14:06,12/5/18 14:09,100,186,TRUE,12/5/18 14:09,0,100,49,36,0,0,0,48,48,0,0,0,48,44,0,0,100,46,0,0,hypocrite
12/5/18 14:06,12/5/18 14:09,100,203,TRUE,12/5/18 14:09,14,100,14,28,15,59,60,56,61,60,37,89,18,40,26,21,76,40,64,39,hypocrite
12/5/18 14:04,12/5/18 14:09,100,309,TRUE,12/5/18 14:09,12,100,5,13,4,20,91,21,0,0,0,96,0,0,0,31,81,50,29,31,liar
12/5/18 14:09,12/5/18 14:10,100,66,TRUE,12/5/18 14:10,66,67,69,67,64,60,38,33,30,51,32,69,57,64,67,35,34,31,36,39,liar
12/5/18 14:06,12/5/18 14:10,100,245,TRUE,12/5/18 14:10,17,100,17,17,17,17,100,26,35,18,17,100,18,17,17,19,100,25,27,25,liar
12/5/18 14:08,12/5/18 14:11,100,190,TRUE,12/5/18 14:11,33,98,54,56,43,50,93,29,55,50,63,96,66,68,65,82,82,79,68,68,hypocrite
12/5/18 14:10,12/5/18 14:11,100,69,TRUE,12/5/18 14:11,62,28,61,62,65,69,18,69,67,68,64,22,64,64,51,64,41,59,62,60,control
12/5/18 14:05,12/5/18 14:11,100,407,TRUE,12/5/18 14:11,55,79,57,58,53,46,76,42,43,41,39,72,28,42,40,43,54,54,46,34,hypocrite
12/5/18 14:09,12/5/18 14:12,100,194,TRUE,12/5/18 14:12,49,100,51,50,50,49,100,51,51,51,12,100,18,11,6,18,100,10,14,7,liar
12/5/18 14:10,12/5/18 14:12,100,151,TRUE,12/5/18 14:12,48,50,50,49,50,27,68,40,31,42,44,52,48,52,48,27,51,36,34,43,control
12/5/18 14:11,12/5/18 14:12,100,59,TRUE,12/5/18 14:12,77,75,71,72,79,28,66,67,40,29,70,33,88,72,75,39,83,39,39,44,liar
12/5/18 14:10,12/5/18 14:13,100,151,TRUE,12/5/18 14:13,22,95,19,24,21,23,83,36,24,26,33,84,33,31,26,21,90,35,36,19,hypocrite
12/5/18 14:12,12/5/18 14:13,100,91,TRUE,12/5/18 14:13,35,65,31,40,28,33,67,32,25,35,53,59,48,46,48,44,55,44,61,46,liar
12/5/18 14:11,12/5/18 14:13,100,126,TRUE,12/5/18 14:13,24,79,35,38,36,31,20,39,46,32,28,62,0,17,24,19,15,38,37,22,control
12/5/18 14:12,12/5/18 14:14,100,87,TRUE,12/5/18 14:14,14,90,16,12,15,13,92,19,9,16,20,90,11,12,18,26,92,21,14,26,hypocrite
12/5/18 14:12,12/5/18 14:14,100,100,TRUE,12/5/18 14:14,0,100,0,0,0,0,100,13,0,0,0,100,0,0,0,49,100,47,43,21,hypocrite
12/5/18 14:13,12/5/18 14:14,100,81,TRUE,12/5/18 14:14,29,80,30,36,19,36,84,38,50,37,50,51,51,51,50,40,68,41,39,41,liar
12/5/18 14:12,12/5/18 14:14,100,133,TRUE,12/5/18 14:14,23,0,23,29,15,50,0,51,42,51,50,0,40,51,47,50,51,51,51,51,hypocrite
12/5/18 14:13,12/5/18 14:14,100,97,TRUE,12/5/18 14:14,51,71,54,51,40,24,65,51,63,39,55,64,51,50,45,70,70,51,77,20,control
12/5/18 14:11,12/5/18 14:14,100,204,TRUE,12/5/18 14:15,74,68,63,72,40,34,27,63,41,71,32,72,39,66,70,41,84,64,54,36,control
12/5/18 14:13,12/5/18 14:15,100,99,TRUE,12/5/18 14:15,69,11,71,55,60,51,49,55,58,47,27,51,46,40,37,48,50,9,25,50,control
12/5/18 14:13,12/5/18 14:16,100,128,TRUE,12/5/18 14:16,7,100,6,19,7,27,91,23,31,15,37,68,24,35,31,33,70,30,34,38,liar
12/5/18 14:12,12/5/18 14:16,100,233,TRUE,12/5/18 14:16,22,88,30,24,20,14,92,28,25,10,27,92,11,31,24,32,98,12,19,7,hypocrite
12/5/18 14:06,12/5/18 14:16,100,599,TRUE,12/5/18 14:16,9,86,25,27,21,31,87,19,24,26,24,71,19,15,19,31,77,32,38,23,liar
12/5/18 14:15,12/5/18 14:17,100,100,TRUE,12/5/18 14:17,40,47,44,55,42,38,52,48,51,30,37,57,34,40,38,52,53,52,52,53,control
12/5/18 14:14,12/5/18 14:17,100,154,TRUE,12/5/18 14:17,5,0,6,4,1,9,14,10,7,7,0,99,14,15,14,21,12,15,36,14,control
12/5/18 14:16,12/5/18 14:18,100,103,TRUE,12/5/18 14:18,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,hypocrite
12/5/18 14:16,12/5/18 14:18,100,134,TRUE,12/5/18 14:18,0,100,0,0,0,0,99,0,0,0,0,100,0,0,0,1,100,1,1,2,liar
12/5/18 14:17,12/5/18 14:18,100,91,TRUE,12/5/18 14:19,68,32,64,69,70,70,26,70,68,69,26,75,24,26,25,59,65,46,60,60,control
12/5/18 14:15,12/5/18 14:19,100,198,TRUE,12/5/18 14:19,37,58,49,55,25,30,59,46,56,15,59,59,58,57,56,100,0,65,86,100,control
12/5/18 14:17,12/5/18 14:19,100,127,TRUE,12/5/18 14:19,53,100,52,57,44,56,100,71,68,40,42,100,53,77,59,46,100,60,69,55,control
12/5/18 14:16,12/5/18 14:19,100,233,TRUE,12/5/18 14:20,23,79,31,65,23,50,16,32,38,59,26,85,18,6,12,15,89,27,30,26,hypocrite
12/5/18 14:17,12/5/18 14:19,100,135,TRUE,12/5/18 14:20,28,59,69,40,32,31,97,25,40,33,74,54,60,73,34,81,71,90,56,92,liar
12/5/18 14:20,12/5/18 14:22,100,102,TRUE,12/5/18 14:22,55,64,51,51,57,40,63,51,51,60,54,62,48,51,58,56,66,51,51,58,liar
12/5/18 14:21,12/5/18 14:22,100,85,TRUE,12/5/18 14:22,14,94,14,30,16,2,99,15,10,8,19,90,11,31,20,19,93,8,12,13,hypocrite
12/5/18 14:20,12/5/18 14:22,100,132,TRUE,12/5/18 14:22,28,77,22,27,30,29,78,26,31,25,26,85,30,16,23,26,76,21,22,23,hypocrite
12/5/18 14:11,12/5/18 14:23,100,722,TRUE,12/5/18 14:23,34,99,0,16,11,6,96,7,5,0,31,76,7,34,19,41,69,37,47,35,hypocrite
12/5/18 14:23,12/5/18 14:24,100,64,TRUE,12/5/18 14:24,26,71,31,27,27,11,90,22,21,17,33,92,29,20,4,37,72,33,36,37,hypocrite
12/5/18 14:22,12/5/18 14:24,100,118,TRUE,12/5/18 14:24,7,90,40,46,38,12,89,47,39,27,0,100,18,25,30,29,39,51,54,59,hypocrite
12/5/18 14:20,12/5/18 14:24,100,215,TRUE,12/5/18 14:24,45,91,44,44,36,46,67,51,51,50,45,83,27,34,31,39,85,41,51,28,liar
12/5/18 14:10,12/5/18 14:24,100,857,TRUE,12/5/18 14:24,50,100,52,51,51,53,92,51,51,51,28,95,53,52,53,50,99,50,51,51,liar
12/5/18 14:23,12/5/18 14:26,100,162,TRUE,12/5/18 14:26,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,19,100,0,51,21,control
12/5/18 14:24,12/5/18 14:26,100,101,TRUE,12/5/18 14:26,74,2,86,79,80,81,0,51,76,79,41,55,36,51,51,77,0,85,90,86,control
12/5/18 14:23,12/5/18 14:26,100,185,TRUE,12/5/18 14:26,50,51,51,51,51,50,49,51,51,51,50,51,49,51,51,50,51,51,51,51,control
12/5/18 14:25,12/5/18 14:26,100,87,TRUE,12/5/18 14:26,50,78,51,51,51,51,77,51,51,51,50,77,51,51,51,50,77,51,51,51,liar
12/5/18 14:25,12/5/18 14:27,100,104,TRUE,12/5/18 14:27,51,51,51,45,46,50,51,51,51,51,50,50,51,51,51,50,51,51,51,51,control
12/5/18 14:25,12/5/18 14:27,100,113,TRUE,12/5/18 14:27,40,57,58,44,43,43,60,43,46,42,45,56,37,45,42,58,59,57,63,55,liar
12/5/18 14:25,12/5/18 14:27,100,96,TRUE,12/5/18 14:27,42,63,67,62,63,43,78,55,53,35,59,65,44,64,40,33,84,35,55,26,liar
12/5/18 14:22,12/5/18 14:27,100,293,TRUE,12/5/18 14:27,1,92,1,5,0,7,93,22,15,3,11,79,11,2,10,12,81,12,11,3,hypocrite
12/5/18 14:26,12/5/18 14:27,100,57,TRUE,12/5/18 14:27,49,92,41,36,32,64,85,78,67,60,30,96,23,20,30,41,75,58,50,18,hypocrite
12/5/18 14:25,12/5/18 14:28,100,172,TRUE,12/5/18 14:28,57,0,57,80,56,80,0,79,81,79,81,0,72,81,81,78,0,80,89,78,control
12/5/18 14:26,12/5/18 14:29,100,216,TRUE,12/5/18 14:29,100,65,100,100,100,75,71,70,74,92,0,5,17,3,7,8,23,18,16,18,hypocrite
12/5/18 14:27,12/5/18 14:30,100,175,TRUE,12/5/18 14:30,28,15,34,25,25,50,3,51,51,51,50,8,51,51,51,49,32,49,49,51,control
12/5/18 14:28,12/5/18 14:30,100,131,TRUE,12/5/18 14:30,50,49,49,51,50,49,49,50,50,49,49,49,50,49,50,50,51,51,51,51,liar
12/5/18 14:29,12/5/18 14:30,100,76,TRUE,12/5/18 14:30,50,100,26,39,33,50,31,51,51,66,50,51,51,51,51,29,51,0,26,51,control
12/5/18 14:26,12/5/18 14:30,100,236,TRUE,12/5/18 14:30,23,93,28,36,23,28,95,34,35,31,36,82,34,29,35,36,90,40,39,39,liar
12/5/18 14:28,12/5/18 14:30,100,145,TRUE,12/5/18 14:30,23,78,22,33,23,24,44,38,40,33,78,22,85,83,84,25,23,52,22,58,control
12/5/18 14:21,12/5/18 14:31,100,592,TRUE,12/5/18 14:31,17,95,19,44,16,51,80,52,49,52,0,100,0,0,0,13,95,12,34,15,liar
12/5/18 14:28,12/5/18 14:31,100,188,TRUE,12/5/18 14:31,35,50,47,50,35,49,33,50,61,32,50,35,51,50,43,50,51,51,51,51,control
12/5/18 14:29,12/5/18 14:31,100,126,TRUE,12/5/18 14:31,50,69,51,62,30,67,45,57,73,65,50,70,51,51,42,68,61,59,59,57,control
12/5/18 14:29,12/5/18 14:31,100,138,TRUE,12/5/18 14:31,18,94,5,16,16,17,100,8,12,10,7,99,31,33,13,27,100,25,34,21,hypocrite
12/5/18 14:26,12/5/18 14:31,100,323,TRUE,12/5/18 14:31,11,100,45,45,2,4,100,39,51,20,0,100,13,12,0,5,100,39,45,5,liar
12/5/18 14:30,12/5/18 14:32,100,111,TRUE,12/5/18 14:32,36,75,30,37,36,28,73,25,38,33,33,72,29,26,34,30,75,33,33,34,liar
12/5/18 14:29,12/5/18 14:32,100,132,TRUE,12/5/18 14:32,74,67,25,26,29,66,17,69,65,70,30,63,35,38,39,62,25,66,67,67,liar
12/5/18 14:30,12/5/18 14:32,100,82,TRUE,12/5/18 14:32,14,88,11,6,4,8,71,78,27,30,4,100,0,0,3,0,99,3,4,11,liar
12/5/18 14:30,12/5/18 14:32,100,117,TRUE,12/5/18 14:32,50,93,48,51,22,50,100,51,51,51,18,100,46,39,37,47,100,26,46,48,hypocrite
12/5/18 14:30,12/5/18 14:32,100,119,TRUE,12/5/18 14:32,70,19,98,71,34,5,74,48,39,31,15,61,10,29,29,89,0,100,66,78,control
12/5/18 14:31,12/5/18 14:33,100,77,TRUE,12/5/18 14:33,26,67,15,37,23,33,60,36,16,12,39,55,62,42,35,58,54,35,41,35,hypocrite
12/5/18 14:31,12/5/18 14:33,100,72,TRUE,12/5/18 14:33,3,98,39,40,18,13,89,41,51,21,3,98,2,21,2,18,93,51,87,4,hypocrite
12/5/18 14:31,12/5/18 14:33,100,126,TRUE,12/5/18 14:33,52,100,53,50,29,17,100,47,47,9,27,98,52,45,0,34,100,51,52,23,liar
12/5/18 14:31,12/5/18 14:33,100,121,TRUE,12/5/18 14:33,34,35,23,51,20,60,51,74,80,71,36,26,35,41,18,38,43,32,23,41,control
12/5/18 14:31,12/5/18 14:33,100,167,TRUE,12/5/18 14:33,48,50,49,49,50,48,48,49,50,50,48,49,50,49,49,50,50,50,51,50,control
12/5/18 14:32,12/5/18 14:34,100,113,TRUE,12/5/18 14:34,42,44,47,51,47,76,0,80,77,78,63,31,55,51,60,92,9,90,90,90,control
12/5/18 14:32,12/5/18 14:34,100,129,TRUE,12/5/18 14:34,18,100,19,11,6,10,100,16,31,10,13,100,11,27,6,28,87,26,52,28,liar
12/5/18 14:33,12/5/18 14:34,100,107,TRUE,12/5/18 14:34,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,hypocrite
12/5/18 14:33,12/5/18 14:37,100,247,TRUE,12/5/18 14:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,11,12,21,liar
12/5/18 14:38,12/5/18 14:40,100,95,TRUE,12/5/18 14:40,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,hypocrite
12/5/18 14:40,12/5/18 14:43,100,137,TRUE,12/5/18 14:43,10,86,9,21,14,2,91,7,19,10,15,88,6,14,8,6,85,22,16,5,hypocrite
12/5/18 14:44,12/5/18 14:46,100,102,TRUE,12/5/18 14:46,0,100,17,48,2,20,69,36,44,32,22,83,47,32,42,15,97,1,4,7,hypocrite
12/5/18 14:42,12/5/18 14:46,100,224,TRUE,12/5/18 14:46,9,100,15,16,12,7,100,26,32,0,15,100,11,37,0,28,92,20,32,19,hypocrite
12/5/18 14:45,12/5/18 14:48,100,170,TRUE,12/5/18 14:48,35,68,32,51,11,50,85,57,51,17,49,75,51,42,22,50,43,51,51,20,liar
12/5/18 14:46,12/5/18 14:48,100,120,TRUE,12/5/18 14:48,52,21,50,53,33,52,49,51,59,30,48,50,53,50,37,46,38,31,9,49,control
12/5/18 14:45,12/5/18 14:49,100,181,TRUE,12/5/18 14:49,22,92,44,43,11,45,86,48,58,47,16,85,42,47,40,45,85,57,45,47,liar
12/5/18 14:47,12/5/18 14:49,100,73,TRUE,12/5/18 14:49,11,71,32,35,12,33,59,48,47,27,32,70,42,43,28,34,65,46,42,35,liar
12/5/18 14:48,12/5/18 14:49,100,96,TRUE,12/5/18 14:49,39,47,48,45,42,60,59,56,58,59,44,44,45,44,34,56,60,59,59,59,control
12/5/18 14:47,12/5/18 14:51,100,245,TRUE,12/5/18 14:51,0,100,0,0,0,83,59,84,70,76,33,68,27,49,51,65,29,71,61,62,liar
12/5/18 14:51,12/5/18 14:52,100,74,TRUE,12/5/18 14:52,16,72,16,25,17,5,100,13,20,16,10,94,8,10,16,14,100,29,15,12,hypocrite
12/5/18 14:51,12/5/18 14:53,100,174,TRUE,12/5/18 14:53,7,95,6,15,6,43,96,45,43,38,14,93,0,43,26,16,86,13,40,17,hypocrite
12/5/18 14:57,12/5/18 14:59,100,81,TRUE,12/5/18 14:59,6,93,17,14,6,6,9,32,15,6,8,94,17,7,2,18,97,5,8,12,control
12/5/18 15:00,12/5/18 15:02,100,144,TRUE,12/5/18 15:02,40,85,39,40,36,5,100,0,0,10,9,87,18,33,20,72,15,70,68,74,hypocrite
12/5/18 18:12,12/5/18 18:13,100,44,TRUE,12/5/18 18:13,51,51,51,51,52,50,51,51,60,51,50,67,62,61,63,74,78,75,73,74,hypocrite
12/5/18 18:12,12/5/18 18:14,100,79,TRUE,12/5/18 18:14,18,100,25,21,13,15,100,26,28,14,15,100,27,25,21,27,100,26,39,24,liar
12/5/18 18:12,12/5/18 18:14,100,98,TRUE,12/5/18 18:14,27,72,29,30,27,26,75,26,27,26,24,76,29,26,24,27,69,22,48,28,liar
12/5/18 18:12,12/5/18 18:14,100,106,TRUE,12/5/18 18:14,39,50,32,50,23,33,88,18,45,46,42,93,18,27,28,39,64,51,49,41,hypocrite
12/5/18 18:12,12/5/18 18:14,100,97,TRUE,12/5/18 18:14,41,98,47,45,31,46,86,52,49,32,41,73,38,47,41,40,71,35,46,44,hypocrite
12/5/18 18:13,12/5/18 18:14,100,89,TRUE,12/5/18 18:14,18,100,17,42,16,50,48,51,48,51,43,78,48,48,40,50,100,51,47,48,hypocrite
12/5/18 18:12,12/5/18 18:14,100,102,TRUE,12/5/18 18:14,24,80,33,45,32,29,78,30,38,31,38,64,37,65,33,44,54,45,55,43,liar
12/5/18 18:13,12/5/18 18:14,100,99,TRUE,12/5/18 18:14,1,100,4,51,4,15,91,11,51,15,7,94,7,51,15,2,100,2,50,4,hypocrite
12/5/18 18:13,12/5/18 18:14,100,83,TRUE,12/5/18 18:14,6,96,90,6,6,13,99,34,89,21,34,74,78,83,73,84,60,23,84,84,hypocrite
12/5/18 18:13,12/5/18 18:14,100,75,TRUE,12/5/18 18:14,65,36,67,76,72,53,65,30,63,67,68,32,81,62,70,64,78,71,70,88,hypocrite
12/5/18 18:12,12/5/18 18:14,100,107,TRUE,12/5/18 18:14,29,99,21,32,0,37,98,27,29,29,43,100,41,24,33,10,100,0,7,13,hypocrite
12/5/18 18:12,12/5/18 18:14,100,114,TRUE,12/5/18 18:14,6,98,6,7,5,6,99,6,24,6,10,95,9,12,11,96,97,6,7,7,liar
12/5/18 18:13,12/5/18 18:14,100,102,TRUE,12/5/18 18:14,1,99,1,4,4,37,94,16,5,17,10,90,20,25,11,17,97,21,29,12,hypocrite
12/5/18 18:12,12/5/18 18:14,100,118,TRUE,12/5/18 18:14,50,64,51,51,51,44,54,51,51,43,50,62,47,51,39,50,65,51,51,44,hypocrite
12/5/18 18:12,12/5/18 18:14,100,119,TRUE,12/5/18 18:14,20,100,32,50,12,44,100,27,30,0,27,100,29,46,0,28,100,21,48,0,hypocrite
12/5/18 18:13,12/5/18 18:14,100,115,TRUE,12/5/18 18:15,24,51,51,51,20,11,51,52,51,2,50,51,51,51,51,93,7,90,90,91,control
12/5/18 18:12,12/5/18 18:15,100,131,TRUE,12/5/18 18:15,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,hypocrite
12/5/18 18:14,12/5/18 18:15,100,48,TRUE,12/5/18 18:15,87,85,77,88,70,69,87,88,74,79,42,75,79,67,64,69,58,85,78,57,liar
12/5/18 18:13,12/5/18 18:15,100,72,TRUE,12/5/18 18:15,0,100,0,7,0,0,100,10,25,0,16,100,32,40,17,14,100,18,39,14,hypocrite
12/5/18 18:13,12/5/18 18:15,100,96,TRUE,12/5/18 18:15,15,90,43,33,11,66,39,86,64,80,46,64,37,43,49,22,78,35,13,27,control
12/5/18 18:13,12/5/18 18:15,100,89,TRUE,12/5/18 18:15,52,77,12,49,20,22,84,51,38,26,38,81,36,34,36,33,96,15,32,17,liar
12/5/18 18:13,12/5/18 18:15,100,112,TRUE,12/5/18 18:15,56,39,75,64,26,45,27,65,56,61,52,37,59,44,34,34,66,61,49,59,control
12/5/18 18:13,12/5/18 18:15,100,117,TRUE,12/5/18 18:15,24,93,33,23,15,12,97,14,13,13,23,96,27,27,23,21,78,22,28,22,liar
12/5/18 18:14,12/5/18 18:15,100,67,TRUE,12/5/18 18:15,63,14,49,57,56,44,71,49,50,28,38,36,10,41,68,31,78,43,45,33,control
12/5/18 18:14,12/5/18 18:15,100,71,TRUE,12/5/18 18:15,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,hypocrite
